id,name,street_number,street_address,city,state,country,postal_code,latitude,longitude,phone,geo,phone_alt,hours,alt_id,null,rating,keywords,google_maps_location,website,unknown
177,Big Bear Mountain Brewery,40260,Big Bear Boulevard,Big Bear Lake,California,United States,92315,34.239094,-116.923691,(909) 866-2337,0cc470251869d46e1225fbb3e58c65d10727975b,+1 909-866-2337,"Monday: 11:30 am â€“ 8:30 pm, Tuesday: 11:30 am â€“ 8:30 pm, Wednesday: 11:30 am â€“ 8:30 pm, Thursday: 11:30 am â€“ 8:30 pm, Friday: 11:30 am â€“ 8:30 pm, Saturday: 11:30 am â€“ 10:00 pm, Sunday: 11:30 am â€“ 10:00 pm",ChIJi1JxLLqzxIARswRvj7pCbWo,,3.6,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/108857139167689879030/about?hl=en-US,http://www.mountainbrewery.com/,1
178,Red Car,1266,Sartori Avenue,Torrance,California,United States,90501,33.835709,-118.31601,(310) 782-0222,452eeaf5a641dccadd3b064c2a6ddfa8a685a716,+1 310-782-0222,"Monday: 11:30 am â€“ 9:30 pm, Tuesday: 11:30 am â€“ 9:30 pm, Wednesday: 11:30 am â€“ 9:30 pm, Thursday: 11:30 am â€“ 9:30 pm, Friday: 11:30 am â€“ 11:00 pm, Saturday: 12:00 â€“ 11:00 pm, Sunday: 12:00 â€“ 8:30 pm",ChIJmQ_ouLBK3YARSAB0i4jWHTA,,3.8,"restaurant, food, point_of_interest, establishment",https://plus.google.com/113393158876648126501/about?hl=en-US,http://redcarbrewery.com/,1
179,Tioga-Sequoia Brewing Company,745,Fulton Street,Fresno,California,United States,93721,36.731411,-119.788078,(559) 486-2337,d9629d4fffbc5488d1e76bc595a5f6344f80b080,+1 559-486-2337,"Monday: Closed, Tuesday: Closed, Wednesday: 4:00 â€“ 9:00 pm, Thursday: 4:00 â€“ 11:00 pm, Friday: 4:00 â€“ 11:00 pm, Saturday: 12:00 â€“ 11:00 pm, Sunday: 12:00 â€“ 6:00 pm",ChIJ0Vw1UCdelIARc2ACSggGsRM,,4.8,"food, bar, point_of_interest, establishment",https://plus.google.com/101650736899660228484/about?hl=en-US,http://tiogasequoia.com/,1
180,Gekkeikan Sake USA,1136,Sibley Street,Folsom,California,United States,95630,38.659889,-121.170898,(916) 985-3111,72de421bcd05e8f61beec1da34ff7d83505ceacc,+1 916-985-3111,"Monday: 9:00 am â€“ 4:30 pm, Tuesday: 9:00 am â€“ 4:30 pm, Wednesday: 9:00 am â€“ 4:30 pm, Thursday: 9:00 am â€“ 4:30 pm, Friday: 9:00 am â€“ 4:30 pm, Saturday: Closed, Sunday: Closed",ChIJk91reCDkmoARHUQK6Ed-JxY,,,"food, point_of_interest, establishment",https://plus.google.com/105732693506273670951/about?hl=en-US,http://www.gekkeikan-sake.com/,1
181,Mountain Meadows Mead,12,3rd Street,Westwood,California,United States,96137,40.302227,-121.02282,(530) 256-3233,bd9443186180546fcb422a78e0dbf7c68fbdb564,+1 530-256-3233,,ChIJQR9unS1znYARUDe3dC6Fa0U,,,"food, point_of_interest, establishment",https://plus.google.com/106775881647128254381/about?hl=en-US,http://www.mountainmeadowsmead.com/,1
182,La Jolla Brewing Company,7536,Fay Avenue,La Jolla,California,United States,92037,32.840832,-117.27449,(858) 246-6759,c61ccdb4de15ce67e57f369f3757682e6570bc9c,+1 858-246-6759,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:00 am â€“ 10:00 pm, Wednesday: 11:00 am â€“ 10:00 pm, Thursday: 11:00 am â€“ 10:00 pm, Friday: 11:00 am â€“ 2:00 am, Saturday: 10:00 am â€“ 2:00 am, Sunday: 10:00 am â€“ 10:00 pm",ChIJxyfCDOQD3IARTWmJo2v_nFc,,3.7,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/103177813510943088104/about?hl=en-US,http://lajollabeer.com/,1
183,Rock Bottom Restaurant & Brewery,700,South Bascom Avenue,Campbell,California,United States,95008,37.288979,-121.93409,(408) 377-0707,210daf640710970be74a6e87d78de42d19d4963a,+1 408-377-0707,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:00 am â€“ 11:00 pm, Wednesday: 11:00 am â€“ 11:00 pm, Thursday: 11:00 am â€“ 11:00 pm, Friday: 11:00 am â€“ 12:00 am, Saturday: 11:00 am â€“ 12:00 am, Sunday: 11:00 am â€“ 10:00 pm",ChIJ0ZvBZ8I0joARlBjv7sEn3bs,,3.4,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/109435605129005059618/about?hl=en-US,http://www.rockbottom.com/locations/campbell,1
184,Rock Bottom Prices,8,Alicante Aisle,Irvine,California,United States,92614,33.682926,-117.829926,(949) 878-1961,5cf80430efadc4bd0425c499d1df54cc8b7531b6,+1 949-878-1961,,ChIJoTzMWSjc3IARB_8vb9G3OHg,,,"electronics_store, store, point_of_interest, establishment",https://plus.google.com/114349776247401583533/about?hl=en-US,http://www.rockbottom.com/full-menu,1
185,Starbucks,30465,Avenida las Flores,Rancho Santa Margarita,California,United States,92688,33.643211,-117.599358,(949) 589-9028,b96e9071a51f2873c22e26bcd7eeff47fc39f4e1,+1 949-589-9028,"Monday: 5:00 am â€“ 10:30 pm, Tuesday: 5:00 am â€“ 10:30 pm, Wednesday: 5:00 am â€“ 6:00 pm, Thursday: Closed, Friday: 5:00 am â€“ 10:30 pm, Saturday: Closed, Sunday: Closed",ChIJgd5wTQPr3IARGofZX5NdYJo,,4.3,"store, cafe, food, point_of_interest, establishment",https://plus.google.com/103918597608843889809/about?hl=en-US,http://www.starbucks.com/,1
186,Tapas Sports Bar,Suite C,22307,El Paseo,Rancho Santa Margarita,California,United States,33.638664,-117.59362,(949) 888-1896,3197d67acd32fd909ea03d0b5a6e0de589ce7804,+1 949-888-1896,,ChIJFfigZwjr3IARKQyoF8xAsIk,,,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/103898478442511361039/about?hl=en-US,,1
187,Cismontane Brewing Company,29851,Aventura,Rancho Santa Margarita,California,United States,92688,33.636635,-117.609367,(949) 888-2739,ca6372374321e3baa3c9f79533f15be56cdfe289,+1 949-888-2739,"Monday: 3:00 â€“ 9:00 pm, Tuesday: 3:00 â€“ 9:00 pm, Wednesday: 3:00 â€“ 9:00 pm, Thursday: 3:00 â€“ 9:00 pm, Friday: 3:00 â€“ 9:00 pm, Saturday: 12:00 â€“ 9:00 pm, Sunday: 12:00 â€“ 5:00 pm",ChIJOdO1o7rr3IAR0AIuQHZ3tAc,,4.4,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/115452622011399964960/about?hl=en-US,http://www.cismontanebrewing.com/,1
188,Board & Brew Rancho Santa Margarita,180,22411,Antonio Parkway,Rcho Sta Marg,California,United States,33.638596,-117.591476,(949) 709-5566,143791d32c37440056b2f3c0f4a1b7b05f92d50b,+1 949-709-5566,"Monday: 10:00 am â€“ 8:00 pm, Tuesday: 10:00 am â€“ 8:00 pm, Wednesday: 10:00 am â€“ 8:00 pm, Thursday: 10:00 am â€“ 8:00 pm, Friday: 10:00 am â€“ 8:00 pm, Saturday: 10:00 am â€“ 8:00 pm, Sunday: 10:00 am â€“ 8:00 pm",ChIJh7kHrA7r3IARqgXu879KSAw,,4.7,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/107936530631228593155/about?hl=en-US,http://www.boardandbrew.com/,1
189,The Blind Pig,31431,Santa Margarita Parkway,Rancho Santa Margarita,California,United States,92688,33.649887,-117.582993,(949) 888-0072,6510ddf9b6d7d3acbc454345603df60c7a662fa2,+1 949-888-0072,"Monday: Closed, Tuesday: 11:30 am â€“ 10:00 pm, Wednesday: 11:30 am â€“ 12:00 am, Thursday: 11:30 am â€“ 12:00 am, Friday: 11:30 am â€“ 1:00 am, Saturday: 11:30 am â€“ 1:00 am, Sunday: 11:00 am â€“ 10:00 pm",ChIJK_U1kxzr3IAR7intp24qTsA,,4,"restaurant, bar, food, point_of_interest, establishment",https://plus.google.com/101583756543538463997/about?hl=en-US,http://www.theblindpigoc.com/,1
190,Stadium Brewing Company,26731,Aliso Creek Road,Aliso Viejo,California,United States,92656,33.575512,-117.726318,(949) 448-9611,e43e98103c90c8ca434cb421937b2c7a60a8506d,+1 949-448-9611,"Monday: 11:00 am â€“ 12:00 am, Tuesday: 11:00 am â€“ 12:00 am, Wednesday: 11:00 am â€“ 12:00 am, Thursday: 11:00 am â€“ 12:00 am, Friday: 11:00 am â€“ 2:00 am, Saturday: 11:00 am â€“ 2:00 am, Sunday: 11:00 am â€“ 12:00 am",ChIJR1SZh1Lv3IARP1Qu239Q9KY,,4.1,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/108119643998028541634/about?hl=en-US,http://stadiumbrewing.com/,1
191,Mt. Shasta Brewing Company,360,College Avenue,Weed,California,United States,96094,41.416145,-122.386993,(530) 938-2394,c835f37e8ed6938703b56bf20385acc8e7da0cf1,+1 530-938-2394,"Monday: 12:00 â€“ 7:00 pm, Tuesday: 12:00 â€“ 7:00 pm, Wednesday: 12:00 â€“ 7:00 pm, Thursday: 12:00 â€“ 7:00 pm, Friday: 12:00 â€“ 7:00 pm, Saturday: 12:00 â€“ 7:00 pm, Sunday: 12:00 â€“ 7:00 pm",ChIJO_DFSioLzlQRvf-SipH4YSA,,4,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/100831727220657820263/about?hl=en-US,http://www.weedales.com/,1
192,Etna Brewing Co,131,Callahan Street,Etna,California,United States,96027,41.456989,-122.891815,(530) 467-5277,7c5a8fa59a6300129170d2ebf51fb10e45e14187,+1 530-467-5277,,ChIJS6D7kokezlQRk_j3LGQQ63Q,,4.5,"bar, point_of_interest, establishment",https://plus.google.com/107130417604802320283/about?hl=en-US,http://www.etnabrew.com/,1
193,Rabbits Foot Meadery,1246,Birchwood Drive,Sunnyvale,California,United States,94089,37.404438,-121.992096,(408) 747-0770,65a5e06d51feefee4fb604eadb38f7c527196650,+1 408-747-0770,"Monday: Closed, Tuesday: 2:00 â€“ 8:00 pm, Wednesday: 2:00 â€“ 8:00 pm, Thursday: 2:00 â€“ 9:00 pm, Friday: 2:00 â€“ 9:00 pm, Saturday: 2:00 â€“ 8:00 pm, Sunday: Closed",ChIJr3HCTdXJj4ARm9vFj2O34rU,,4.6,"food, point_of_interest, establishment",https://plus.google.com/116791435789603522973/about?hl=en-US,http://www.rabbitsfootmeadery.com/,1
194,Monterey Coast Brewing,165,Main Street,Salinas,California,United States,93901,36.675964,-121.655083,(831) 758-2337,30299928dfccb4a82ff20b53aabcdbcefdbf9d82,+1 831-758-2337,"Monday: 11:00 am â€“ 3:00 pm, Tuesday: 11:00 am â€“ 9:00 pm, Wednesday: 11:00 am â€“ 9:00 pm, Thursday: 11:00 am â€“ 10:30 pm, Friday: 11:00 am â€“ 10:30 pm, Saturday: 11:00 am â€“ 10:30 pm, Sunday: 11:30 am â€“ 9:00 pm",ChIJrxfKosH4jYARjP3dFp6YlSk,,4.1,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/114410086248385544378/about?hl=en-US,http://montereycoastbrewing.com/,1
195,Devils Canyon Brewing Company,935,Washington Street,San Carlos,California,United States,94070,37.49847,-122.243645,(650) 592-2739,d3c4d4ae2c0dd8c58a431ff6ff3ed45416c87521,+1 650-592-2739,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 4:00 â€“ 9:00 pm, Saturday: Closed, Sunday: Closed",ChIJtb6FyVKfj4AR9_Nb7TZX89Y,,4.3,"food, point_of_interest, establishment",https://plus.google.com/107892743644592847195/about?hl=en-US,http://www.devilscanyon.com/,1
196,Pizza Brewing Co.,24850,Hancock Avenue,Murrieta,California,United States,92562,33.573589,-117.184456,(951) 696-0508,773789b5dd5e0a4eaf1dfe4f49ac641435817ae6,+1 951-696-0508,,ChIJJ_OHr3qC3IAR5yOk3obqEcQ,,,"restaurant, food, point_of_interest, establishment",https://plus.google.com/115878379305198940115/about?hl=en-US,,1
197,The Brewhouse,229,West Montecito Street,Santa Barbara,California,United States,93101,34.411991,-119.69577,(805) 884-4664,98631460b9f0bfc633cdba6e9dfe8d66c3422d54,+1 805-884-4664,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:00 am â€“ 10:00 pm, Wednesday: 11:00 am â€“ 10:00 pm, Thursday: 11:00 am â€“ 10:00 pm, Friday: 11:00 am â€“ 10:00 pm, Saturday: 10:00 am â€“ 1:00 pm, Sunday: 10:00 am â€“ 1:00 pm",ChIJa4Il_IkT6YAR4kItil9XTeU,,4.2,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/105441783374260178465/about?hl=en-US,http://sbbrewhouse.com/,1
198,Wolf Creek Brewery,25108,Rye Canyon Loop,Santa Clarita,California,United States,91355,34.458511,-118.579788,(661) 294-9977,c9fea7a693428924b3643e3bb0c3dfac3c589c5d,+1 661-294-9977,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:00 am â€“ 10:00 pm, Wednesday: 11:00 am â€“ 10:00 pm, Thursday: 11:00 am â€“ 10:00 pm, Friday: 11:00 am â€“ 11:00 pm, Saturday: 10:00 am â€“ 11:00 pm, Sunday: 10:00 am â€“ 9:30 pm",ChIJRSPAXnV-woARTn7hB7lrR10,,,"food, point_of_interest, establishment",https://plus.google.com/113879450155469477889/about?hl=en-US,http://www.wolfcreekbrewingco.com/,1
199,Wolf Creek Restaurant and Brewing Company,27746,McBean Parkway,Valencia,California,United States,91354,34.445187,-118.551506,(661) 263-9653,1b1eda0f6252ef38ea804dc3245ac6c07bd5dfee,+1 661-263-9653,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:00 am â€“ 10:00 pm, Wednesday: 11:00 am â€“ 10:00 pm, Thursday: 11:00 am â€“ 10:00 pm, Friday: 11:00 am â€“ 11:00 pm, Saturday: 11:00 am â€“ 11:00 pm, Sunday: 10:30 am â€“ 9:30 pm",ChIJSX7LfIx9woAR7G5he8SjSus,,3.9,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/115172539612620919843/about?hl=en-US,http://www.wolfcreekbrewingco.com/,1
200,Ruth McGowan's BrewPub,131,East 1st Street,Cloverdale,California,United States,95425,38.805477,-123.015968,(707) 894-9610,a36ab0c3f96c157ad669e4aacb7ddbc91aa9499f,+1 707-894-9610,"Monday: 3:00 â€“ 9:00 pm, Tuesday: 3:00 â€“ 9:00 pm, Wednesday: 3:00 â€“ 9:00 pm, Thursday: 3:00 â€“ 9:00 pm, Friday: 11:30 am â€“ 10:00 pm, Saturday: 11:30 am â€“ 10:00 pm, Sunday: 11:30 am â€“ 9:00 pm",ChIJFbsB3Gj_g4ARlLVR5xYEZak,,4.3,"bar, point_of_interest, establishment",https://plus.google.com/116807999633702074398/about?hl=en-US,http://www.ruthmcgowansbrewpub.com/,1
201,Feather River Brewing Co,14665,Forest Ridge Road,Magalia,California,United States,95954,39.841743,-121.578415,(530) 873-0734,2aaee16eb68ca261783def1c77e804575ab62a6b,+1 530-873-0734,,ChIJXSl6PXwqnYARQjzXCUovlQE,,,"food, point_of_interest, establishment",https://plus.google.com/103527283371850746915/about?hl=en-US,http://featherriverbrewing.com/contact.htm,1
202,Rascal Creek Physical Therapy: Hernandez Heide,A,3327,M Street,Merced,California,United States,37.325363,-120.478798,(209) 722-1030,5ca5df04731310dbf6706dce0eff98ced18d74a4,+1 209-722-1030,,ChIJz6OObLVDkYARk9skVGaamz8,,,"physiotherapist, health, point_of_interest, establishment",https://plus.google.com/114362482378753160242/about?hl=en-US,http://www.rascalcreekpt.com/,1
203,Big Bubba's Bad BBQ,560,West 18th Street,Merced,California,United States,95340,37.302574,-120.484131,(209) 384-3797,7b2da909bc79c6b6843529fbcd0dd1c98d09b243,+1 209-384-3797,,ChIJMYTHrf9CkYARdEA_vS7E1t8,,2.9,"restaurant, food, point_of_interest, establishment",https://plus.google.com/115629145490891165638/about?hl=en-US,http://www.bigbubbasbadbbq.com/,1
204,Shark Attack Brewing,5512,Modena Place,Agoura Hills,California,United States,91301,34.152348,-118.785881,(818) 706-2793,5253e0982b9ca83c9b823ac3927c04e578b31593,+1 818-706-2793,,ChIJVeZCQhQk6IARMKl3EK6FVDw,,,"store, point_of_interest, establishment",https://plus.google.com/101055043703004463041/about?hl=en-US,,1
205,Anacapa Brewing Company,472,East Main Street,Ventura,California,United States,93001,34.280678,-119.293587,(805) 643-2337,bd3773c2e7f698a3c9315f25e4d05a87d71a7e55,+1 805-643-2337,"Monday: 11:30 am â€“ 10:00 pm, Tuesday: 11:30 am â€“ 10:00 pm, Wednesday: 11:30 am â€“ 10:00 pm, Thursday: 11:30 am â€“ 11:00 pm, Friday: 11:30 am â€“ 12:00 am, Saturday: 11:30 am â€“ 12:00 am, Sunday: 11:30 am â€“ 10:00 pm",ChIJKV_WyfGs6YARsJNfeFqa-jU,,4,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/108556456867355622324/about?hl=en-US,http://anacapabrewing.com/,1
206,Campbell Brewing Company,200,East Campbell Avenue,Campbell,California,United States,95008,37.28688,-121.946411,(408) 796-7584,76a782a219e9df25e51e01e27af003d9471dda37,+1 408-796-7584,,ChIJea-ucd80joAReExTYQIDP5Q,,,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/109040592825936925058/about?hl=en-US,http://www.campbellbrewing.com/,1
207,Hamilton Family Brewery,802,9757,7th Street,Rancho Cucamonga,California,United States,34.088039,-117.591896,(909) 989-7050,b420270153640c3f815e2c1700b85b99cd44f921,+1 909-989-7050,"Monday: 4:00 â€“ 10:00 pm, Tuesday: Closed, Wednesday: 4:00 â€“ 10:00 pm, Thursday: 4:00 â€“ 10:00 pm, Friday: 4:00 pm â€“ 12:00 am, Saturday: 12:00 am â€“ 12:00 pm, 2:00 pm â€“ 12:00 am, Sunday: 12:00 am â€“ 12:00 pm, 2:00 â€“ 9:00 pm",ChIJr5XOxss1w4ARB8oAbXb7k24,,4.7,"food, point_of_interest, establishment",https://plus.google.com/102015342676210042058/about?hl=en-US,http://www.hamiltonfamilybrewery.com/,1
208,Fox Barrel Cider Co,A,1213,South Auburn Street,Colfax,California,United States,39.088718,-120.956139,(530) 346-9699,9460f50822f9290d72411ac4de963e913710de9e,+1 530-346-9699,,ChIJ4bf9JgkLm4ARFmzPaVms7IY,,,"point_of_interest, establishment",https://plus.google.com/114413458562147442220/about?hl=en-US,http://www.foxbarrel.com/,1
209,Oceanside Ale Works,1800,Ord Way,Oceanside,California,United States,92056,33.211273,-117.274002,(760) 721-4253,56f935559bf4c1fc5929561e6ab9bfb4d213c5d2,+1 760-721-4253,"Monday: 3:00 â€“ 9:00 pm, Tuesday: 3:00 â€“ 9:00 pm, Wednesday: 3:00 â€“ 9:00 pm, Thursday: 3:00 â€“ 10:00 pm, Friday: 3:00 â€“ 10:00 pm, Saturday: 12:00 â€“ 9:00 pm, Sunday: 12:00 â€“ 7:00 pm",ChIJFzyjeBJx3IARXQry8UcWkAg,,4.8,"food, point_of_interest, establishment",https://plus.google.com/100944459515904624107/about?hl=en-US,http://www.oceansidealeworks.net/index.php/OAW/contact-us.html,1
210,Lockdown Brewing Co,718,Sutter Street,Folsom,California,United States,95630,38.677536,-121.177277,(916) 358-9645,8998ab337dac6b8b51af1407130b6ef3e7ce9461,+1 916-358-9645,"Monday: 11:00 am â€“ 8:00 pm, Tuesday: 11:00 am â€“ 8:00 pm, Wednesday: 11:00 am â€“ 10:00 pm, Thursday: 11:00 am â€“ 10:00 pm, Friday: 11:00 am â€“ 12:00 am, Saturday: 11:00 am â€“ 12:00 am, Sunday: 11:00 am â€“ 8:00 pm",ChIJbWqwmazmmoARqSmm66oJdpY,,4.1,"food, point_of_interest, establishment",https://plus.google.com/105619887466042900804/about?hl=en-US,http://www.lockdownbrewingcompany.com/,1
211,O'Shea Brewing Co,# 107,28142,Camino Capistrano,Laguna Niguel,California,United States,33.553707,-117.673515,(949) 364-4440,2a78f7426344a5a42f87b588486d04a131eb2d8a,+1 949-364-4440,"Monday: 10:00 am â€“ 6:00 pm, Tuesday: 10:00 am â€“ 6:00 pm, Wednesday: 10:00 am â€“ 6:00 pm, Thursday: 10:00 am â€“ 6:00 pm, Friday: 10:00 am â€“ 6:00 pm, Saturday: 10:00 am â€“ 5:00 pm, Sunday: 10:00 am â€“ 5:00 pm",ChIJwTAPtPbu3IAR4C0oVG28pag,,4.8,"liquor_store, food, store, point_of_interest, establishment",https://plus.google.com/101300420975864657456/about?hl=en-US,http://www.osheabrewing.com/,1
212,Bears Lair Pub,2475,Bancroft Way,Berkeley,California,United States,94720,37.86895,-122.25985,,eebca84160a070ccce1da1281fa267fc2f16b603,,,ChIJM9m6qih8hYARjg9pfDYU0_E,,3.6,"bar, point_of_interest, establishment",https://plus.google.com/104072476760090084074/about?hl=en-US,,1
213,Telegraph Brewing Co.,418,North Salsipuedes Street,Santa Barbara,California,United States,93103,34.422676,-119.68766,(805) 963-5018,026b71d650fc0950dcc36bf8e021ad33bbd4e683,+1 805-963-5018,"Monday: Closed, Tuesday: 3:00 â€“ 9:00 pm, Wednesday: 3:00 â€“ 9:00 pm, Thursday: 3:00 â€“ 9:00 pm, Friday: 2:00 â€“ 10:00 pm, Saturday: 2:00 â€“ 10:00 pm, Sunday: 1:00 â€“ 7:00 pm",ChIJfwA2XoQT6YARSHtUQ2PJ9ig,,4.4,"food, point_of_interest, establishment",https://plus.google.com/107398931093048430081/about?hl=en-US,http://www.telegraphbrewing.com/,1
214,Whale Gulch High School,76811,Usal Road,Whitethorn,California,United States,95589,39.983433,-123.97538,(707) 925-6285,c0b6a5ab8f0f1358fe5e04f6dec359c2154036b1,+1 707-925-6285,,ChIJgyvzImrn1FQR-XPjqWovudk,,,"school, point_of_interest, establishment",https://plus.google.com/108860235721860547543/about?hl=en-US,http://www.cde.ca.gov/re/sd/details.asp?cds=23752182330207&Public=Y,1
215,Lightning Brewery,13200,Kirkham Way,Poway,California,United States,92064,32.935493,-117.04351,(858) 513-8071,05da52eec6949cc94adc3d3deee668e101f1ef79,+1 858-513-8071,"Monday: Closed, Tuesday: Closed, Wednesday: 12:00 â€“ 7:00 pm, Thursday: 12:00 â€“ 7:00 pm, Friday: 12:00 â€“ 7:00 pm, Saturday: 12:00 â€“ 7:00 pm, Sunday: 12:00 am â€“ 5:00 pm",ChIJOxlQqKT724AR6JehjKAAFYU,,4.5,"food, point_of_interest, establishment",https://plus.google.com/101181825914738769361/about?hl=en-US,http://lightningbrewery.com/,1
216,Heidrun Meadery,11925,California 1,Point Reyes Station,California,United States,94956,38.07695,-122.805664,(415) 663-9122,28636deac6b105bf67d1c163f1ff7fa24d9089fb,+1 415-663-9122,"Monday: 11:00 am â€“ 4:00 pm, Tuesday: Closed, Wednesday: 11:00 am â€“ 4:00 pm, Thursday: 11:00 am â€“ 4:00 pm, Friday: 11:00 am â€“ 4:00 pm, Saturday: 11:00 am â€“ 4:30 pm, Sunday: 11:00 am â€“ 4:30 pm",ChIJJcumK3jGhYARc-NJvLSFSOg,,,"food, point_of_interest, establishment",https://plus.google.com/114280082381790780616/about?hl=en-US,http://www.heidrunmeadery.com/,1
217,Aldo's Ristorante & Bar,14109,Winchester Boulevard,Los Gatos,California,United States,95032,37.261936,-121.962189,(408) 374-1808,336b3acb5f4e3244135db9cd42179475e8abdc6b,+1 408-374-1808,"Monday: 11:30 am â€“ 2:30 pm, 5:00 â€“ 9:00 pm, Tuesday: 11:30 am â€“ 2:30 pm, 5:00 â€“ 9:00 pm, Wednesday: 11:30 am â€“ 2:30 pm, 5:00 â€“ 9:00 pm, Thursday: 11:30 am â€“ 2:30 pm, 5:00 â€“ 9:00 pm, Friday: 11:30 am â€“ 2:30 pm, 5:00 â€“ 10:00 pm, Saturday: 5:00 â€“ 10:00 pm, Sunday: Closed",ChIJATrmrwk1joARj2Zc_MWKP2o,,3.8,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/111294635911477514672/about?hl=en-US,http://www.aldos-ristorante.com/,1
218,Woodfour Brewing Company,6780,Depot Street,Sebastopol,California,United States,95472,38.403172,-122.821175,(707) 823-3144,a5325264b16dfbab1be8ff2d61bf243339d8f960,+1 707-823-3144,"Monday: 12:00 â€“ 7:30 pm, Tuesday: 12:00 â€“ 9:00 pm, Wednesday: 12:00 â€“ 9:00 pm, Thursday: 12:00 â€“ 9:00 pm, Friday: 12:00 â€“ 9:00 pm, Saturday: 12:00 am â€“ 9:00 pm, Sunday: 12:00 am â€“ 9:00 pm",ChIJlRd0MqQwhIARWQCRcpv1o3Q,,4.4,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/103159387950986613121/about?hl=en-US,http://www.woodfourbrewing.com/,1
219,Pizza Orgasmica,2,Embarcadero Center,San Francisco,California,United States,94111,37.795059,-122.398949,(415) 834-9600,ac033f86cc92c0ce5df31d4796181521900eeae4,+1 415-834-9600,"Monday: 10:00 am â€“ 8:30 pm, Tuesday: 10:00 am â€“ 8:30 pm, Wednesday: 10:00 am â€“ 8:30 pm, Thursday: 10:00 am â€“ 8:30 pm, Friday: 10:00 am â€“ 9:00 pm, Saturday: 11:00 am â€“ 8:00 pm, Sunday: Closed",ChIJZ76fAGGAhYARSVu9QqbiMMI,,3.8,"restaurant, food, point_of_interest, establishment",https://plus.google.com/113348005351768332897/about?hl=en-US,http://www.pizzaorgasmica.com/,1
220,Kern River Brewing Co,13415,Sierra Way,Kernville,California,United States,93238,35.757481,-118.419304,(760) 376-2337,9110028a1d6366e44347bda3c72f77b4fd908843,+1 760-376-2337,"Monday: 11:00 am â€“ 10:00 pm, Tuesday: 11:30 am â€“ 10:00 pm, Wednesday: 11:30 am â€“ 10:00 pm, Thursday: 11:30 am â€“ 10:00 pm, Friday: 11:30 am â€“ 11:00 pm, Saturday: 11:30 am â€“ 11:00 pm, Sunday: 11:30 am â€“ 10:00 pm",ChIJtzUszcfMwYARDdFwsYNlQJ8,,4.7,"bar, restaurant, food, point_of_interest, establishment",https://plus.google.com/106738017877431029247/about?hl=en-US,http://kernriverbrewing.com/,1
221,Port Brewing Co / The Lost Abbey,104,155,Mata Way,San Marcos,California,United States,33.141651,-117.149292,(800) 918-6816,b2fa2b1e3fd5c4055fcc0196dad4b25e6dfc77f0,+1 800-918-6816,"Monday: 1:00 â€“ 7:00 pm, Tuesday: 1:00 â€“ 7:00 pm, Wednesday: 1:00 â€“ 8:00 pm, Thursday: 1:00 â€“ 8:00 pm, Friday: 1:00 â€“ 9:00 pm, Saturday: 11:30 am â€“ 8:00 pm, Sunday: 12:00 â€“ 6:00 pm",ChIJfcFA38mK24ARadoaU3u1vL4,,4.4,"food, point_of_interest, establishment",https://plus.google.com/104100259530217039122/about?hl=en-US,http://lostabbey.com/,1
222,HoneyRun Winery,2309,Park Avenue,Chico,California,United States,95928,39.716614,-121.817215,(530) 345-6405,f4c0f09a8bfc657dd56a919820b3dfb09e2b3a87,+1 530-345-6405,"Monday: 9:00 am â€“ 4:00 pm, Tuesday: 9:00 am â€“ 4:00 pm, Wednesday: 9:00 am â€“ 4:00 pm, Thursday: 9:00 am â€“ 4:00 pm, Friday: 9:00 am â€“ 4:00 pm, Saturday: Closed, Sunday: Closed",ChIJrQoT7yUmg4ARPnj06MjZXR4,,,"food, point_of_interest, establishment",https://plus.google.com/116000777234966006568/about?hl=en-US,http://www.honeyrun.com/,1
